text,emotion
I am curious about the data science project because the reasoning finally clicked. (783),Curious
The explanation for the machine learning model is mixed up and I cannot follow it! (979),Confused
I am curious about the engineering design task because the error keeps appearing even after retries. (227),Curious
I am comfortable with the algorithm explanation because I want to understand the intuition behind it. (480),Confident
I wish the project deadline were more stimulating because the reasoning finally clicked. (360),Bored
This the data science project is unclear and I am not sure how to proceed. (965),Confused
I understand the machine learning model well enough to teach it to someone else. (695),Confident
I feel bored because the group assignment! (1123),Bored
I am keen to find out how the machine learning model behaves under different conditions! (1030),Curious
I really find the online lab exercise dull and unmotivating because the instructions are not clear enough. (846),Bored
The lesson on the machine learning model is so repetitive that I lose focus! (625),Bored
The deadline for the project deadline is causing me a lot of stress. (851),Frustrated
I am not interested in the presentation slides because the explanation uses unfamiliar words. (135),Bored
I would like to explore the statistics homework because it seems promising. (1008),Curious
This the programming challenge is unclear and I am not sure how to proceed. (1130),Confused
The approach for the statistics homework now makes sense and I feel ready. (665),Confident
The idea behind the data science project intrigues me and I want to study it. (440),Curious
I have no idea how to start the machine learning model because the tools are behaving inconsistently. (332),Confused
I am keen to find out how the coding assignment behaves under different conditions! (763),Curious
